藍方勝,守衛放置數,守衛破壞數,首殺,擊殺數,死亡數,助攻數,菁英野怪數,小龍擊殺數,預示者擊殺數,推塔數,總經濟,平均等級,總經驗,總小兵擊殺,總野怪擊殺
0,-9,2,-1,-6,6,-10,-1,-1,0,0,-3746,-0.8,-3014,-43,-9
1,-1,2,1,-1,1,0,1,1,0,0,629,0.6,1496,8,27
1,-7,-1,-1,-3,3,-2,0,-1,1,0,-1476,0,-346,-39,15
0,4,-1,-1,-2,2,1,1,1,0,0,-575,-0.2,-1680,-29,19
0,15,2,1,-2,2,-4,0,-1,1,0,-635,-0.4,-1525,-1,-16
1,5,-4,1,1,-1,1,1,1,0,0,149,0.2,447,-6,-4
0,1,1,1,-2,2,-2,0,-1,1,0,657,0.2,-1141,24,-14
0,1,1,-1,-2,2,-5,-1,-1,0,0,-958,0,264,28,-2
1,7,-3,-1,-3,3,-3,-1,-1,0,0,-2922,-0.6,-2165,-74,19
0,2,-2,-1,-8,8,-10,-1,-1,0,0,-3410,-1,-3134,-23,16
1,-5,-1,-1,3,-3,5,1,0,1,-1,311,0.2,559,-36,18
1,2,1,1,3,-3,8,0,-1,1,0,1792,0.4,1373,-8,16
0,-54,-3,-1,-5,5,-10,0,-1,1,1,-856,-0.6,-2269,-4,10
1,11,0,1,4,-4,4,1,1,0,0,1154,0,999,-8,-2
0,4,0,-1,-4,4,-4,-1,-1,0,0,-2124,-0.2,-1109,-32,-18
0,0,0,-1,-1,1,-1,-1,-1,0,0,-982,0,36,7,-33
1,8,2,1,0,0,0,1,1,0,0,467,0,-298,10,7
0,-22,-3,-1,-6,6,-9,-2,-1,-1,0,-3389,-0.6,-1855,-9,-20
0,16,2,1,-2,2,-3,2,1,1,0,-1003,0,-491,-16,-23
1,89,-10,1,-1,1,-4,1,1,0,0,572,0,417,19,-8
0,0,4,-1,-2,2,2,1,1,0,0,-1556,-0.4,-1808,-37,8
1,1,-1,-1,2,-2,5,0,0,0,0,2323,0.4,1699,7,15
0,20,-1,1,3,-3,4,-1,-1,0,0,1486,0.4,1605,-7,5
1,2,1,1,6,-6,4,1,0,1,0,3755,0.6,2662,45,-3
0,1,-1,-1,0,0,6,1,1,0,0,1327,0,-741,24,-7
1,0,-1,1,6,-6,7,2,1,1,0,2929,0.6,2507,21,-1
0,0,0,1,1,-1,1,-1,0,-1,0,536,0,-18,5,-8
1,-22,3,1,5,-5,11,0,1,-1,0,3575,0.4,1394,61,-2
1,0,2,1,8,-8,12,1,1,0,0,4801,0.4,2127,31,-22
0,-23,0,-1,-7,7,-4,-1,-1,0,0,-2201,-0.6,-2344,-19,13
0,-1,1,1,4,-4,7,-1,-1,0,0,2785,0.4,1671,18,-8
0,90,2,1,-1,1,2,1,0,1,0,-692,0,-736,-14,-14
1,-4,-2,-1,-7,7,-12,1,1,0,-1,-4406,-0.6,-2504,-16,-13
1,10,-4,-1,0,0,-1,2,1,1,0,1792,0.2,1300,55,12
0,37,-4,-1,-12,12,-14,0,-1,1,0,-6717,-1.2,-4767,-45,-8
0,3,-1,1,-2,2,-6,-2,-1,-1,0,-193,0,-634,2,4
1,-2,-1,-1,2,-2,-2,-1,-1,0,0,1667,1,3434,64,25
0,2,0,1,-3,3,-6,0,1,-1,0,-1860,-0.6,-2194,-12,0
0,3,-3,1,-6,6,-6,1,1,0,0,-3324,-1.2,-3139,-11,-10
0,-4,3,1,-4,4,3,-1,-1,0,0,-1655,-0.4,-1744,-14,-6
0,4,-4,-1,0,0,-1,-2,-1,-1,0,-321,0.2,272,-8,0
1,-1,3,1,9,-9,8,0,1,-1,0,4947,0.6,2051,53,-6
1,26,-1,1,4,-4,3,0,0,0,0,3424,1,3153,48,7
1,-2,3,1,5,-5,6,1,1,0,0,3028,0.4,1818,20,8
0,-2,-1,1,1,-1,-1,2,1,1,0,-211,0,843,23,6
1,-21,3,1,6,-6,5,1,1,0,0,2123,0,1612,10,-8
0,65,1,-1,3,-3,0,-1,-1,0,0,1025,0.2,439,-20,0
1,57,0,-1,3,-3,1,0,-1,1,0,2343,0.8,2878,39,-4
0,-41,-1,-1,-2,2,-8,0,0,0,0,-565,0,738,-4,11
1,-3,3,1,-3,3,-8,-2,-1,-1,0,-1785,-0.4,-1131,-19,-1
1,-3,-1,-1,-3,3,-3,1,0,1,0,-873,-0.4,-1792,5,2
1,24,0,1,2,-2,-1,0,0,0,0,1641,0.2,1386,8,18
1,2,1,-1,-8,8,-11,0,-1,1,0,-1111,0.2,-1185,14,11
1,-6,-1,-1,-4,4,-5,-1,-1,0,0,-2390,-0.2,-1796,-2,11
0,17,2,1,1,-1,5,0,1,-1,0,1807,0,733,10,11
0,-18,1,1,-8,8,-12,-1,-1,0,0,-5003,-1.2,-4682,7,-35
1,0,1,1,2,-2,-5,1,1,0,0,651,0.8,1744,55,-3
1,-46,17,-1,0,0,4,1,1,0,0,928,0.2,955,8,29
1,-15,3,1,7,-7,8,1,1,0,0,4649,1,3488,44,-4
0,3,3,-1,-8,8,-6,-2,-1,-1,0,-4743,-1,-2650,-72,-13
1,-45,-1,1,2,-2,1,-2,-1,-1,0,1775,0.2,1652,13,-8
1,-92,1,1,4,-4,4,1,1,0,0,2019,-0.2,674,26,9
1,24,2,-1,2,-2,-1,1,1,0,0,1402,0.6,2404,26,13
1,-5,0,1,-1,1,-9,-1,-1,0,0,240,0.2,399,-9,14
1,4,-2,1,3,-3,4,-1,-1,0,0,2281,0.2,546,25,-9
1,0,-1,1,1,-1,0,2,1,1,0,764,0.6,2490,48,17
1,0,3,1,11,-11,9,0,0,0,1,7579,1,4666,69,-14
1,0,-1,-1,0,0,0,-2,-1,-1,0,-112,0,398,-11,-9
1,-20,-2,-1,3,-3,7,1,1,0,0,1198,0,197,-8,-18
1,1,3,-1,4,-4,3,2,1,1,0,2199,0,1291,7,16
1,3,0,1,4,-4,6,0,0,0,0,2992,0,258,34,-11
0,-12,0,1,-8,8,-5,0,0,0,0,-4292,-1.2,-4133,-61,-1
0,-6,-4,1,-3,3,-6,-1,-1,0,0,-1407,-0.4,-1305,14,-4
1,-27,12,1,6,-6,6,0,0,0,0,1860,0.6,1500,4,-9
0,3,-1,-1,-2,2,-3,-1,-1,0,0,-1554,-0.2,-704,9,-11
0,0,1,-1,-3,3,-4,0,0,0,0,-1004,0,-515,20,-6
0,-58,1,1,1,-1,0,-1,-1,0,0,258,0,-298,23,-8
1,0,-1,1,1,-1,-3,-2,-1,-1,0,190,-0.2,-57,16,-19
1,-2,2,1,11,-11,11,1,1,0,1,7413,1.6,4895,111,-3
0,-2,-1,1,2,-2,2,1,0,1,0,1315,-0.2,63,-2,22
0,-8,-2,1,1,-1,-1,0,0,0,0,688,0.2,872,-2,13
0,4,-3,1,3,-3,4,0,-1,1,0,664,0.2,185,-25,-20
1,33,1,1,3,-3,2,1,1,0,0,1754,0.6,433,-18,22
1,10,-1,1,5,-5,7,-1,-1,0,0,1083,-0.2,554,-43,-3
0,-17,-1,-1,-9,9,-13,1,1,0,0,-4728,-0.8,-3668,-6,-8
1,-45,0,1,3,-3,2,0,1,-1,0,1015,0.6,1543,-10,36
1,5,-2,-1,-2,2,-1,1,1,0,0,-410,0,-194,8,12
1,3,-1,1,-3,3,-4,1,1,0,0,-1663,-0.2,-1174,36,-3
1,3,2,1,5,-5,6,0,0,0,0,3373,0,2234,21,11
0,-9,-4,1,-2,2,-4,-1,-1,0,0,-1044,-0.6,-2760,17,-24
0,0,-1,-1,-7,7,-6,-1,-1,0,0,-2803,-0.2,-1709,-3,19
1,-63,0,1,3,-3,3,2,1,1,0,3346,0.4,3707,93,11
0,0,1,1,3,-3,6,0,-1,1,0,1561,-0.2,-87,44,-26
0,6,-1,1,-7,7,-2,-1,-1,0,0,-3304,-0.8,-3201,6,-18
0,-3,-2,-1,-3,3,-6,-1,-1,0,0,-3238,-0.8,-2465,-59,-9
1,-4,5,-1,-2,2,-1,2,1,1,0,-357,0,221,7,12
1,-6,3,1,-2,2,-2,-1,-1,0,0,-714,-0.2,233,23,-8
1,-29,0,1,5,-5,4,0,-1,1,0,2806,0.4,1391,4,-3
0,-1,-3,1,2,-2,0,-2,-1,-1,0,205,-0.2,-1306,9,-39
0,13,1,-1,-1,1,3,-1,-1,0,0,-392,-0.6,-995,-28,20
0,-45,1,1,-4,4,-4,-1,-1,0,0,-1176,-0.2,-1456,27,-1
1,-9,-2,-1,1,-1,-1,-1,-1,0,0,-882,-0.4,-740,-49,-3
0,-3,-1,-1,-6,6,-6,0,-1,1,0,-2955,-0.6,-2776,-41,9
1,2,-1,-1,-2,2,-2,0,0,0,0,194,0,-220,28,12
0,-4,2,-1,-7,7,-6,0,0,0,0,-3251,-0.8,-3208,-16,13
0,-1,-1,-1,-4,4,-6,0,-1,1,0,-1761,-0.2,-1206,-21,-5
1,3,-2,1,6,-6,6,1,0,1,0,1342,-0.4,13,-49,11
0,-4,1,1,3,-3,2,-1,-1,0,0,690,0.2,998,5,8
0,0,1,-1,-8,8,-7,-1,-1,0,0,-4073,-0.6,-3038,-53,5
1,-3,4,1,2,-2,1,1,1,0,0,2296,0.6,2033,15,29
0,1,1,-1,-3,3,-6,-1,-1,0,0,-1081,-0.2,-953,-6,-9
1,4,-2,-1,-4,4,-6,-1,-1,0,0,-1664,-0.4,-602,4,-1
1,-2,-1,1,4,-4,12,1,1,0,0,2287,-0.2,376,14,-5
1,5,0,1,6,-6,8,1,1,0,0,2821,0.4,2755,9,2
0,-1,-2,-1,-9,9,-8,-2,-1,-1,-1,-6240,-1,-4315,-30,-2
1,-22,2,1,2,-2,6,1,1,0,0,1570,0.2,643,12,8
0,22,0,-1,-1,1,-2,1,1,0,0,39,0,238,14,19
1,-22,0,1,5,-5,6,-1,-1,0,0,1132,0,269,23,-15
0,0,-2,1,-2,2,0,-1,0,-1,0,-1429,0,-1521,-17,-12
1,2,1,1,-5,5,-8,1,1,0,0,-1764,-0.4,-1997,-21,16
1,-1,-3,1,-2,2,-2,-1,-1,0,0,-172,-0.2,-21,1,0
1,-10,-1,-1,2,-2,0,-1,-1,0,0,201,0,303,-6,-7
0,3,0,1,-6,6,-5,0,0,0,0,-2185,-0.6,-2444,34,-12
0,2,-1,-1,-9,9,-7,-1,-1,0,0,-5020,-1.6,-4792,-33,-33
0,-21,11,1,-6,6,-13,1,0,1,-1,-5694,-0.6,-3457,-21,-15
0,-28,1,1,-5,5,-9,-1,0,-1,-1,-2781,-0.4,-1104,-12,15
1,-3,0,-1,0,0,-1,1,0,1,0,565,0.4,2073,-12,-4
1,62,-2,-1,1,-1,0,1,1,0,0,508,0,-183,25,-22
1,0,2,1,4,-4,4,0,0,0,0,2154,1,2068,-20,29
1,1,-4,1,2,-2,5,0,0,0,0,1063,0.2,1501,-16,22
0,-5,0,1,-4,4,-2,-1,-1,0,0,-1805,-0.6,-2303,2,-5
0,9,0,-1,-3,3,2,-1,-1,0,0,-1026,0,-982,-19,-4
0,-24,2,-1,3,-3,4,-1,-1,0,0,1664,0.6,1691,48,-20
0,-19,-3,-1,-3,3,-3,0,0,0,0,-84,0,-22,43,8
0,37,-2,1,2,-2,5,0,-1,1,0,936,0.2,386,-32,-11
1,-10,0,-1,4,-4,7,0,1,-1,0,2631,1,2349,-6,15
0,36,-1,1,-1,1,1,1,1,0,0,-1183,-0.4,-2491,-6,-13
0,-1,2,-1,-3,3,-4,1,1,0,0,-312,0,37,14,4
0,-6,2,-1,-2,2,-9,0,-1,1,0,-833,-0.2,-773,-10,-4
0,-8,-1,-1,-2,2,-1,0,-1,1,0,-1308,-0.4,-564,-31,7
1,5,1,-1,6,-6,0,0,0,0,0,2862,0.4,3250,-2,7
1,-2,-3,-1,-1,1,-1,-2,-1,-1,0,-1449,0,313,-33,3
1,6,0,1,4,-4,9,0,0,0,0,2010,0.4,1365,18,-14
1,2,1,1,3,-3,4,-1,-1,0,0,-52,-0.2,258,-52,14
0,2,0,1,3,-3,0,-1,-1,0,0,-315,-0.6,-1874,-52,-18
1,-46,2,-1,-6,6,-9,-1,0,-1,0,-1579,0,-655,31,4
0,42,-1,-1,-1,1,2,-1,-1,0,0,-616,-0.2,-1349,-13,-20
0,5,-1,-1,-2,2,-2,1,1,0,0,-1262,0.2,614,-10,-15
0,-55,-1,-1,-3,3,-6,0,0,0,0,-2564,-0.8,-2920,-24,-31
0,2,1,1,3,-3,7,1,1,0,0,2587,0.8,1759,14,3
1,22,3,1,11,-11,16,1,1,0,0,5491,1.2,5335,57,-8
1,2,2,-1,2,-2,3,1,1,0,0,4051,0.8,3552,62,15
1,1,2,1,10,-10,10,0,0,0,0,5712,1,4581,31,12
0,0,0,-1,-6,6,-4,1,1,0,0,-1232,-0.2,-659,13,13
0,1,1,-1,1,-1,-2,-1,-1,0,0,-1071,-0.4,-1667,9,-30
1,0,-2,-1,0,0,1,1,1,0,0,1262,0,413,18,3
1,-2,2,-1,-3,3,-4,0,1,-1,0,-1761,-0.4,-881,-22,14
1,-4,0,-1,-3,3,0,-2,-1,-1,0,-420,0.2,138,-6,13
1,-6,0,1,2,-2,3,0,0,0,0,888,0,1005,-16,26
0,1,-1,-1,-7,7,-8,0,0,0,0,-3926,0,-1387,-20,0
1,-3,3,-1,4,-4,7,0,0,0,0,1711,0.4,1235,-8,5
1,-24,4,1,-4,4,-4,-2,-1,-1,0,-2320,0,-1204,19,-13
1,-9,2,-1,-2,2,-5,0,1,-1,0,-1900,-0.2,-1052,-11,15
0,2,-2,1,-4,4,-6,0,0,0,0,-1634,-0.8,-1916,20,0
1,-2,3,1,2,-2,-3,-2,-1,-1,0,1002,-0.4,-743,13,-15
1,-9,0,-1,4,-4,7,1,1,0,0,1568,0.2,1001,3,-12
0,-4,3,-1,-2,2,-6,-1,-1,0,0,-1758,-0.4,-2010,-5,-9
0,2,0,-1,-2,2,-7,0,-1,1,0,-3063,-0.4,-1676,-34,-11
0,1,-2,-1,-2,2,4,1,1,0,0,-1859,-0.6,-1340,-33,-15
0,20,4,-1,-4,4,-6,-1,-1,0,0,-1696,-0.2,-1187,-21,-9
0,-21,-1,-1,0,0,4,0,0,0,0,-986,-0.4,-1163,-9,-22
0,1,0,1,2,-2,2,-2,-1,-1,0,822,-0.4,25,-13,-7
1,6,-4,1,-2,2,0,-1,-1,0,0,-369,-0.6,-1242,18,5
1,1,2,-1,5,-5,6,0,0,0,0,1255,0.8,2754,-52,35
1,-17,0,-1,1,-1,2,-1,-1,0,0,317,0,639,-7,10
0,-3,0,-1,-8,8,-15,-1,-1,0,-1,-7285,-1.2,-4379,-62,-12
1,-7,1,1,3,-3,7,1,1,0,0,1909,0,-108,-9,23
1,36,8,-1,2,-2,6,-1,-1,0,0,1446,0.2,446,-5,1
1,4,1,1,1,-1,3,1,1,0,0,917,0,-90,-8,9
1,-1,1,1,4,-4,-1,0,1,-1,0,1712,0.2,1983,-2,-8
1,-3,3,1,3,-3,3,-1,-1,0,0,1582,0,1344,15,-11
0,-14,0,-1,-7,7,-8,0,0,0,0,-2129,-0.6,-2255,10,-28
1,-2,1,1,9,-9,11,2,1,1,0,5240,1.4,5663,-13,49
1,0,1,1,2,-2,2,-2,-1,-1,0,873,-0.2,-52,12,-12
0,-21,7,1,-4,4,-8,-1,-1,0,0,-2548,-0.4,-2906,-29,-12
0,5,2,1,5,-5,3,1,1,0,0,3136,0.6,2512,82,-3
1,-1,1,1,6,-6,8,1,1,0,0,5082,0.4,2398,20,4
1,-4,2,-1,-6,6,-17,0,0,0,0,-1867,0,555,17,9
0,-4,0,1,0,0,1,0,0,0,0,179,0,953,-26,12
1,-25,1,-1,5,-5,11,0,0,0,0,1937,0.4,2816,5,4
0,27,-12,1,-2,2,-2,-1,-1,0,0,-520,-0.2,-1073,-3,-9
1,-25,2,1,5,-5,11,1,1,0,0,1834,-0.2,281,-7,10
0,6,-2,-1,1,-1,0,-1,-1,0,0,492,-0.4,-1509,2,-18
0,-1,2,1,-2,2,-2,-1,-1,0,0,-1024,-0.4,-571,-13,12
0,-1,-1,1,2,-2,0,1,0,1,0,822,0.4,363,-3,18
1,6,2,1,14,-14,11,2,1,1,0,7482,1.6,6466,91,18
1,1,-2,-1,-2,2,-4,-1,-1,0,0,-2168,-0.2,-1356,-4,-16
1,3,-4,1,2,-2,4,0,0,0,0,1232,0,-128,-18,-12
0,-4,-1,-1,-6,6,-7,-1,-1,0,0,-3102,-0.6,-2025,-1,1
1,-1,-1,-1,-1,1,-6,0,0,0,1,321,0.2,368,9,8
1,4,1,1,1,-1,6,1,1,0,0,506,0,620,-2,7
1,-22,3,-1,1,-1,-1,0,0,0,0,709,0,946,34,-15
1,-73,2,-1,4,-4,3,1,1,0,0,1261,0.4,2149,-27,-5
1,-15,-1,1,5,-5,2,0,0,0,0,1630,0.4,1005,22,-10
1,76,0,1,-2,2,1,-1,-1,0,0,-46,-0.4,-1226,-17,0
0,2,-1,-1,-1,1,1,1,1,0,0,-1190,-0.4,-762,-20,14
0,37,1,1,-3,3,-2,1,1,0,0,-1488,0,-572,-8,0
0,4,-1,1,0,0,-4,0,0,0,0,848,0.2,129,53,4
0,2,2,-1,-6,6,-15,-1,-1,0,-1,-5800,-1.2,-3960,-43,-21
0,-1,0,-1,0,0,0,-1,-1,0,0,981,-0.2,42,16,2
1,-4,-2,-1,-2,2,-2,-1,-1,0,0,-2642,-0.6,-1908,-88,-8
0,6,2,1,-3,3,0,0,0,0,0,-794,-0.2,-1320,1,0
1,0,1,-1,0,0,0,1,1,0,0,-718,-0.2,-1666,-20,-5
0,-37,0,-1,-3,3,1,1,1,0,0,-1833,-0.6,-2171,-15,4
0,29,1,-1,-3,3,0,-1,0,-1,0,-1369,-0.4,-1808,-5,-7
0,19,-14,1,3,-3,8,-1,0,-1,0,2625,0.4,1026,32,0
0,-5,3,-1,-9,9,-6,-1,-1,0,0,-2818,-1,-3710,-19,-20
1,-38,-2,1,3,-3,4,-1,-1,0,0,2450,0.4,216,58,-16
1,36,-2,1,6,-6,9,1,1,0,1,3618,0,1086,-1,5
0,0,-4,1,0,0,-3,0,-1,1,0,-645,-0.6,-2890,-30,4
1,3,4,1,5,-5,5,-2,-1,-1,0,3307,0.2,1705,12,-1
1,-5,-2,-1,-1,1,2,0,-1,1,0,2457,-0.2,255,36,2
0,-2,2,1,-3,3,2,-1,-1,0,0,-852,-0.8,-2912,-4,-23
0,-73,2,-1,-5,5,-6,-2,-1,-1,0,-2153,-0.6,-2381,-10,-8
0,15,1,-1,-9,9,-6,1,1,0,0,-3938,-0.6,-2767,-17,6
0,16,1,-1,-3,3,1,2,1,1,0,-449,-0.2,-83,16,-2
0,-33,3,-1,-4,4,-9,1,1,0,0,273,0.4,1428,14,41
0,1,-1,-1,2,-2,-2,1,1,0,0,0,0.2,845,-4,-1
1,-3,-3,-1,-2,2,-4,0,-1,1,0,-1198,-0.4,-768,-8,2
1,-25,12,1,5,-5,9,2,1,1,0,3536,0.2,1244,14,15
0,19,-4,1,-4,4,-4,0,0,0,0,-1632,-0.2,-1461,-12,8
0,-8,1,-1,-6,6,-1,-1,-1,0,0,-3472,-0.6,-2256,-23,0
1,0,3,1,8,-8,7,1,1,0,0,3497,0.8,3543,9,-7
0,-2,-1,-1,-4,4,-6,0,0,0,0,-2489,-0.2,-1271,-19,0
0,-6,2,1,-8,8,-17,-1,-1,0,0,-4197,-0.6,-2772,-38,19
0,-3,-3,1,3,-3,6,1,1,0,0,841,-0.6,-1456,-28,-11
0,-4,2,-1,2,-2,7,1,1,0,0,742,-0.2,-654,-39,8
0,-24,1,1,6,-6,4,-1,-1,0,0,3087,0.4,2543,-15,-4
0,2,1,-1,-6,6,-11,-1,-1,0,1,-2066,-0.2,3,-1,-20
0,-1,0,-1,-6,6,-5,0,0,0,0,-3275,-0.4,-3254,-50,7
0,3,3,-1,0,0,-1,1,0,1,0,1337,0.2,885,50,-13
1,1,2,1,4,-4,9,1,1,0,0,1258,-0.2,-124,-26,7
0,5,-2,1,-3,3,-5,1,1,0,0,-1186,0,-892,27,-3
0,-4,-2,-1,-8,8,-6,-1,-1,0,0,-5295,-1,-3863,-76,0
0,3,-2,-1,3,-3,2,0,0,0,0,2086,0.4,1202,40,5
0,26,-2,-1,-7,7,-6,-1,0,-1,0,-3909,-0.4,-1904,-26,0
1,1,3,-1,0,0,6,0,1,-1,-1,-732,-0.2,-813,-10,14
0,0,-1,-1,4,-4,4,2,1,1,0,1481,0.2,528,29,-15
0,-3,0,-1,-1,1,0,2,1,1,0,-1613,-0.2,-836,-15,-10
1,2,2,1,3,-3,15,2,1,1,0,2123,0.2,1219,15,-19
1,2,1,1,5,-5,1,2,1,1,0,2756,0.2,2028,39,-7
0,-4,-1,-1,-1,1,1,0,0,0,0,-1091,-0.4,-1990,11,-8
1,-5,-1,1,-1,1,0,1,1,0,0,-970,-0.2,-482,-30,1
1,4,1,1,10,-10,14,0,0,0,0,3941,0,2200,-8,-5
1,1,1,1,5,-5,7,1,1,0,0,3754,0.4,2642,11,17
1,53,-1,-1,-4,4,-4,0,0,0,0,-3679,-0.6,-3273,-92,-18
1,0,-3,-1,6,-6,5,1,1,0,0,2998,0.4,3108,11,11
1,-5,1,-1,-1,1,-2,1,1,0,0,-735,-0.2,46,2,-11
0,2,1,-1,-10,10,-12,-1,-1,0,0,-6470,-1,-5355,-99,-15
0,1,1,-1,1,-1,4,1,1,0,0,319,0.4,1558,-5,21
1,-7,-1,-1,0,0,-5,-1,-1,0,0,-1247,0,-835,-15,1
1,46,0,1,3,-3,3,1,0,1,0,1179,-0.4,-736,3,-4
0,-25,4,1,-1,1,-3,-2,-1,-1,0,-1285,-0.6,-2097,-6,-10
1,-10,2,-1,1,-1,0,-1,-1,0,0,752,0.4,1388,-2,2
1,3,3,-1,3,-3,1,0,0,0,0,2006,0.6,2256,47,4
1,15,-2,1,1,-1,4,0,0,0,0,-902,-0.4,-1082,-57,-10
1,-2,1,1,1,-1,3,2,1,1,0,1590,0.2,971,23,16
1,-4,1,-1,4,-4,5,1,1,0,0,2599,0.8,3321,27,6
1,-5,1,1,7,-7,8,1,0,1,0,4590,0.8,3681,8,16
0,-25,2,1,3,-3,-3,1,1,0,0,1207,0.2,1638,16,3
0,-2,3,1,1,-1,-1,1,1,0,0,229,0,398,1,-4
0,-2,-2,-1,-2,2,-2,1,1,0,0,-1501,-0.6,-878,16,-20
1,-1,2,-1,6,-6,9,0,0,0,1,3903,0.2,1239,45,1
1,0,4,-1,4,-4,6,-1,-1,0,0,1709,-0.2,880,17,-20
0,-25,4,-1,0,0,4,0,1,-1,-1,-699,0,-580,-7,12
0,2,-1,1,-5,5,-11,-1,-1,0,0,-2862,-1,-3209,-15,-22
1,1,0,-1,-1,1,-5,-1,-1,0,0,-1422,0.2,345,-29,4
1,0,-1,1,1,-1,2,1,1,0,0,-666,-0.6,-290,-16,-10
1,18,-3,1,1,-1,2,0,0,0,0,991,0.2,1570,30,0
0,1,1,1,-7,7,-14,-2,-1,-1,0,-2177,-0.4,-2726,22,-10
1,0,1,-1,0,0,0,1,1,0,0,1354,0.2,1326,-11,23
0,-37,-2,-1,-6,6,-10,-2,-1,-1,0,-1988,-0.2,-616,-15,4
1,-22,-1,1,8,-8,11,1,1,0,0,3199,0.6,2629,10,15
1,-18,1,-1,0,0,0,0,1,-1,0,639,-0.2,-470,15,24
1,15,4,1,4,-4,7,2,1,1,0,1509,-0.2,-543,-18,-15
0,-30,1,1,-1,1,-4,1,1,0,0,-660,0,-922,4,11
0,-31,0,-1,-7,7,-7,-1,-1,0,0,-3063,-0.6,-2326,4,14
1,22,-21,1,-4,4,-10,-1,-1,0,0,-1521,-0.4,-2185,-25,-9
0,-5,0,-1,-4,4,-7,1,1,0,0,-814,0.4,1199,3,18
1,-37,4,-1,4,-4,2,1,1,0,0,3024,0.2,2225,23,12
1,0,-4,1,-2,2,-4,1,1,0,0,-1147,-0.2,-1294,16,-1
1,3,4,-1,0,0,1,0,-1,1,0,1113,0.4,1392,53,-12
1,-71,1,-1,2,-2,2,-1,-1,0,0,550,0.2,1023,9,8
0,-1,2,-1,1,-1,2,0,1,-1,0,589,0.2,675,31,-18
0,-1,-2,-1,-10,10,-11,0,-1,1,-1,-7480,-1.4,-4460,-30,-12
0,75,-1,1,-2,2,1,-1,0,-1,0,-685,-0.2,-1871,4,-16
0,-3,0,-1,-2,2,-5,-1,-1,0,0,-2251,-0.4,-2427,-16,-20
0,6,-3,1,1,-1,1,0,-1,1,0,401,-0.2,95,-4,12
0,20,-2,1,-1,1,0,-1,-1,0,0,-834,-0.6,-1333,17,-20
0,-3,2,-1,-2,2,-6,-1,0,-1,0,-1535,-0.4,-2054,-29,-16
0,5,-2,1,-5,5,-7,1,1,0,0,-2086,-0.2,-1696,-6,11
1,4,-2,1,0,0,2,0,1,-1,0,-270,-0.2,-1095,8,3
1,3,-4,1,10,-10,17,1,1,0,0,4069,1,3954,1,14
0,68,0,1,1,-1,0,0,-1,1,1,2171,0,1375,31,-13
0,-25,-5,-1,-4,4,-7,0,-1,1,1,151,-0.2,878,30,12
0,-15,0,1,5,-5,0,0,-1,1,1,4674,0.6,2219,36,-8
0,-18,0,1,-1,1,-1,-1,0,-1,0,-961,-0.4,-1080,-22,-20
1,4,-2,-1,-2,2,0,-1,-1,0,0,-1089,0.2,378,0,9
1,-5,3,-1,6,-6,10,0,0,0,0,1278,0,816,-42,-5
1,5,1,-1,5,-5,7,0,0,0,0,2545,0.6,1922,3,-1
1,-7,-2,-1,-5,5,-4,1,1,0,0,-1800,-0.6,-1035,-26,-3
0,0,0,-1,2,-2,6,1,1,0,0,-383,-0.4,-667,-39,-23
1,-3,2,-1,-4,4,-4,1,1,0,0,-420,0.2,1215,18,44
0,-20,1,-1,0,0,-2,0,0,0,0,-1033,-0.6,-1797,-32,2
0,-2,-1,-1,-3,3,-6,1,1,0,0,-1860,-0.4,-1622,11,12
0,-2,1,-1,1,-1,1,0,0,0,0,-1487,-0.2,-473,-38,-11
0,-2,2,1,-4,4,-3,0,-1,1,0,-3214,-0.4,-2318,-45,5
0,-13,2,-1,-2,2,2,-2,-1,-1,0,-14,-0.2,-776,-2,5
0,-9,-2,-1,-1,1,-1,-1,-1,0,0,33,0,817,39,-3
0,3,0,1,-3,3,-7,1,1,0,0,-1857,-0.8,-2651,-17,-3
0,65,0,1,-4,4,-4,0,-1,1,0,-1126,0,-601,-17,23
0,-3,-4,-1,-5,5,-5,-2,-1,-1,-1,-4562,-0.8,-3519,-47,-20
1,11,4,1,0,0,7,1,1,0,0,11,-0.2,64,7,7
0,2,-2,1,-6,6,-4,-1,-1,0,0,-2797,-0.8,-2649,20,-22
0,-9,2,1,0,0,9,0,0,0,0,519,-0.4,-748,-9,-15
1,5,1,1,2,-2,3,0,0,0,0,1192,0.2,779,-11,4
1,1,-1,1,4,-4,5,1,1,0,0,3761,0.4,2092,6,28
0,-2,2,1,2,-2,8,-1,-1,0,0,1279,0,384,-23,14
0,-3,1,1,0,0,8,0,0,0,0,-883,-0.2,-1495,-36,-4
0,-3,0,-1,-10,10,-7,1,1,0,0,-4535,-0.6,-3079,-67,13
1,-19,-1,1,9,-9,7,0,1,-1,1,7242,1.2,4995,95,18
0,-3,2,-1,-2,2,0,-2,-1,-1,0,-546,0.4,760,-3,-8
0,-4,1,-1,-8,8,-5,0,0,0,-1,-4917,-1.2,-4426,-49,0
1,3,0,1,10,-10,8,0,0,0,0,5041,0.8,3633,41,-5
1,-4,1,-1,2,-2,-5,1,1,0,0,2152,0.4,2575,71,23
1,-25,-2,-1,3,-3,4,1,1,0,0,1783,0.4,2066,17,4
1,3,-2,-1,1,-1,-1,0,-1,1,0,545,0.2,1033,29,16
0,-9,3,-1,-8,8,-11,-1,-1,0,0,-5521,-1.2,-3591,-61,5
